No.,brand_name,reviewer,rating,date,content
2276,十四代,Takashi Rikukawa,5,2016年11月7日,十四代・純米吟醸・龍の落とし子   文句なしに旨いです
2277-1,十四代,Takashi Rikukawa,5,2016年11月1日,十四代が最高の味かどうかは別にして、  入手が最も難しいと思う十四代を家飲み出来たのは、  一つの区切りになったと思います
2277-2,十四代,Takashi Rikukawa,5,2016年11月1日,とほんのすこしの苦味と酸味がうまく  マッチして、とても旨いです
2285,十四代,Manabu Tanaka,4.5,2016年7月1日,十四代好きならおさえておきたい一本でしょう
2307-1,十四代,Manabu Tanaka,5,2015年9月30日,以前レビューしましたが、再評価させてください
2307-2,十四代,Manabu Tanaka,5,2015年9月30日,米の旨味があり、バランスが良く本当に美味しい
2309,十四代,Manabu Tanaka,4.5,2015年9月30日,竜の落とし子も非常に美味しい
2313,十四代,Manabu Tanaka,4,2015年9月30日,純米吟醸の旨味の主張のほうが好みではありますが、これも美味しい
2315,十四代,Manabu Tanaka,5,2015年9月30日,飲んだメンバー全員が説明に困る始末でした
2326-1,十四代,かおたん吉,4.5,2015年6月9日,やっぱり猫が好き
2326-2,十四代,かおたん吉,4.5,2015年6月9日,いやいや、十四代が好き（笑）
2333,十四代,fuyu,4,2014年11月2日,大好きな雄町でふっくらした味わいを堪能
2344,十四代,fuyu,4.5,2014年8月31日,旨い
2346,十四代,uchida_yosuke,4.5,2014年8月24日,味は複雑、甘すぎず、旨い
2350-1,十四代,uchida_yosuke,5,2014年7月21日,純米吟醸  角新  今まで飲んだ十四代の中でも最高級の旨さ
2350-2,十四代,uchida_yosuke,5,2014年7月21日,とにかく旨い
